description,image,lettre,nom
"Takashi Suzuki is a young man who dreams of a heartwarming slow life in some other world. When he finally gets reincarnated into a different world, he receives the ""unconditional love from all local s...",https://cdn.myanimelist.net/r/50x70/images/manga/3/266479.jpg?s=671ca9638c0dcb470c935439f96998f3,Z,Zangyaku Sugiru Isekai demo Suzuki wa Kawaii
,https://cdn.myanimelist.net/r/50x70/images/manga/3/195015.jpg?s=1c2c5f9b6392df24f57eaddb48b3184b,Z,Zangyakuou to Ochikobore Hime no Kekkon
,https://cdn.myanimelist.net/r/50x70/images/manga/2/49067.jpg?s=79c7adb405bf4d8df4996b0144673192,Z,Zangyou de Good Job!
,https://cdn.myanimelist.net/r/50x70/images/manga/3/76037.jpg?s=333c4b9fcd3bcf7e9b3b1182c6df971e,Z,Zangyou Lover
,https://cdn.myanimelist.net/r/50x70/images/manga/3/194069.jpg?s=663f621f52539551bd2a47d5e2428f96,Z,Zangyou wa Bed no Ue de
"Shizumaru, melancholy and lost, wanders through the land in search of the demon he has no memory of. Panicked but skilled with his techniques in battle, he unintentionally kills many of his opponents....",https://cdn.myanimelist.net/r/50x70/images/manga/3/38863.jpg?s=d41499e48188d2985fd042402edfe609,Z,Zaniku no Natsu
"While leaving school on her way to a job interview, Nitta Akira sees someone jump from the third floor of her school. Suddenly she wakes up in a padded white room surrounded by ninety-eight other girl...",https://cdn.myanimelist.net/r/50x70/images/manga/1/215583.jpg?s=70ed8b2723a12cc8fa4042a3662afdff,Z,Zanki x 99
"A collection of oneshots: Cruel Fairytales When Martin and his sister were young, they tried to run away from home. They ran into the forest only to find an unexpected gruesome scene: women were hange...",https://cdn.myanimelist.net/r/50x70/images/manga/2/73879.jpg?s=42456a04785a8e948fa59df5d654f958,Z,Zankoku na Douwatachi
"Olivia looks for her sister at the hometown airport she left behind fifteen years ago only to find the last person she wanted to see—her ex-husband, Joel, whom she'd divorced when they were both too y...",https://cdn.myanimelist.net/r/50x70/images/manga/2/227299.jpg?s=e279094978dd12978a78755d83f9aeb5,Z,Zankoku na Hatsukoi
"The story follows Jeremy, who is sexually abused by his stepfather. Mentally disturbed by this, Jeremy goes down a path of murder; however, he accidentally finds himself the murderer not only of his s...",https://cdn.myanimelist.net/r/50x70/images/manga/2/155732.jpg?s=48fca9c3b90cfa58552d8441b109a9a8,Z,Zankoku na Kami ga Shihai suru
"Laura and Gabriel were passionately in love - even though she was the daughter of a wealthy family, while he was a mere stable boy. But when Laura's parents reject the penniless Gabriel's proposal to...",https://cdn.myanimelist.net/r/50x70/images/manga/2/269018.jpg?s=389155166430041fb7730894f99b76c5,Z,Zankoku na Sankoku
1. Zankoku ni Ai wo Sasayaite 2. Gouman ni Ai wo Sasayaite 3. Sasayaku nara Eien no Ai wo 4-5. Amai Yume wo Sasayaite 6. Nakayoku shimasho.,https://cdn.myanimelist.net/r/50x70/images/manga/3/164850.jpg?s=7cca2ceee24fe3825a9a3f8e346ddbfd,Z,Zankoku ni Ai wo Sasayaite
Everyone have a beast inside their heart and sometimes it takes real form and hurts other. Mio have to control her beast while searching the truth about her parents death.,https://cdn.myanimelist.net/r/50x70/images/manga/2/49077.jpg?s=e45ce545243fe51395fd832a90a09caa,Z,Zankoku no Puzzle
1-3. Zankoku Yuugi (Cruel Game) 4-5: Kimi dake Kimi dake (Only You Only You),https://cdn.myanimelist.net/r/50x70/images/manga/2/207596.jpg?s=a7df4002be68092fa3bc3ce8b1f8853d,Z,Zankoku Yuugi
High-school student Kisaragi Maki has one dream: to be a normal wife. She’s part of a Yakuza family known as Group Kisaragi and her father is the third generation of the group - and he wants Maki to b...,https://cdn.myanimelist.net/r/50x70/images/manga/1/48379.jpg?s=745d727238f72c6b7b78ef1de9825748,W,W Change!!
,https://cdn.myanimelist.net/r/50x70/images/manga/3/163205.jpg?s=74419628760c0dbd985e5e2ed9cd0b10,T,T to Pantsu to Ii Hanashi
"1. W Dessert after 2. W Dessert 3. Impregnate me, Seiryu-kun - A Fight Between Unscrupulous Girls 4. Avatar in the Earth Aliens are planning on invading the Earth, and somehow having a threesome in a...",https://cdn.myanimelist.net/r/50x70/images/manga/1/58259.jpg?s=aad423c84b2cd072821b4c857480f95f,W,W Dessert
,https://cdn.myanimelist.net/r/50x70/images/manga/1/179040.jpg?s=66b80d111e00e16683b4fe8e5c4115bf,W,W Elf wa Gohoushi Maid!!
,https://cdn.myanimelist.net/r/50x70/images/manga/1/167771.jpg?s=1ead964dec979c37e8e4270546cbe195,W,W Maid de Seitokai!
,https://cdn.myanimelist.net/r/50x70/images/manga/3/163171.jpg?s=fe971d6869e4f03d17237e7df89f2ab5,W,W Maid no Harem Gohoushi!! Anata no Seishori wa Watashitachi ni Omakase Kudasai!
"A great ero story about the ins and outs of modern love and sex in Japan today, featuring the game of love between man and woman that has no end. (Source: JList.com) ",https://cdn.myanimelist.net/r/50x70/images/manga/3/35241.jpg?s=6bd6c759cfff988e55d7d9dc9d4aeed5,W,W Name
,https://cdn.myanimelist.net/r/50x70/images/manga/3/167774.jpg?s=275ff10b35e22c42d25facab21370190,W,W Princess to Love Dousei!
"For the entirety of his life, Yokoda Takashi has been drawing erotic drawings and it has been his way of expressing his sexuality. And now, he has managed to become a successful erotic comedy manga au...",https://cdn.myanimelist.net/r/50x70/images/manga/3/124723.jpg?s=be5a1eeae981220d7e8ff5e550643653,W,W x Y
"1. W Yome Sand 2. Anata no Machi no Burger Shop? 3. Bitchia 4. Shimai Don 5. Kenka suru hodo ""Naka"" gaii 6. Muchuu ni nari Sugite... 7. Haisha no Okuchi wa Iinioi 8. Shiboritate! Mama Milk 9. Uwaki wa...",https://cdn.myanimelist.net/r/50x70/images/manga/1/92969.jpg?s=3647600ebd90c55f87ad083ac0c1aa7d,W,W Yome Sand
The story follows Okita Tsurugi a grade three student. Son of two legendary tennis players. After watching his late father's tennis videos he aspires to be a tennis player with great calibur like his...,https://cdn.myanimelist.net/r/50x70/images/manga/3/185483.jpg?s=f39a78a8739fcde8231e6671abf98bdf,W,W's
"Includes two, five-chapter stories: 1. Dear My Master 2. Sister's Body ",https://cdn.myanimelist.net/r/50x70/images/manga/2/63263.jpg?s=cfe9b21b3644833b7f3cdbee13a7215b,W,W-Body
1. Hiroimon 2. Nora 3. Fukurokouji 4. Hatsukoi 5. Iede Musume 6. Aojashin 7. Yumentare 8. Unmei no Hito 9. Geidassha 10. Bocchi,https://cdn.myanimelist.net/r/50x70/images/manga/2/191403.jpg?s=e0c4ee8a1b66254383a281f926983f6e,W,W-Days
"Makoto Amano wants to become an actor, but his stern father has decreed that the only way Makoto can pursue his dream is to spend the last two years of high school as a girl! He quickly makes friends...",https://cdn.myanimelist.net/r/50x70/images/manga/3/256786.jpg?s=7f6245ca5881d117f6a013f5c92e6d99,W,W-Juliet
Ito and Makoto have finally gotten married - but W Juliet is FAR from done! Ito must learn to accept Makoto's dream to become an actor as well as cope with all the disasters and stress her friends and...,https://cdn.myanimelist.net/r/50x70/images/manga/2/256787.jpg?s=82b3995a36699a045942b20cb329a25c,W,W-Juliet II
"Timid and shy Kawai Arisa is a normal 14 year old High School girl, except that she is the target of bullies as her family tend to move around a lot due to her parents work. The fact that the Prince o...",https://cdn.myanimelist.net/r/50x70/images/manga/3/64629.jpg?s=4b8c9b8f194ca3054d751ffe4ac5d205,W,W-Pinch!!
1-4. Water Closet 5-7. Mito Koumon,https://cdn.myanimelist.net/r/50x70/images/manga/1/161715.jpg?s=8ac693c710443d35208abf9d55a74db8,W,W.C: Water Closet
"Since long ago, there have been two separate worlds—Earth as known by humans, and Metamoor, where spirits and fantastic creatures reside. Due to Metamoor's power-hungry ruler, Prince Phobos, a veil be...",https://cdn.myanimelist.net/r/50x70/images/manga/2/265656.jpg?s=af029d6b77050b84bfb51aa3e138b5f1,W,W.I.T.C.H.
,https://cdn.myanimelist.net/r/50x70/images/manga/3/161091.jpg?s=ceb110f872ca29685bddb253b531244a,W,W.W.W: World Wide War
2. Honeymoon 4. A Beautiful Christmas,https://cdn.myanimelist.net/r/50x70/images/manga/1/70027.jpg?s=72f06703ec2266e17382f35d6ffa810e,W,W: Hip
"1. Doku wo Kurawaba (If Poison Is Consumed...) 2. Aa, Nakayoki Koto wa Utsukushiki kana. (Ah, How Beautiful Getting Along.) 3. Rakka Ryuusui (Mutual Love) 4. Oneechan wa Boku no Toriko (My Older Siste...",https://cdn.myanimelist.net/r/50x70/images/manga/1/109813.jpg?s=46636658fa3d614ac5f80b98d321763a,W,"Wa ga Niku ni Muretsudoi, Kurae"
"Set in a world that has a ring encircling the planet, there is a nation that follow the tradition of chasing the shadow cast by this ring. They go as far as the ends of both northern and southern edge...",https://cdn.myanimelist.net/r/50x70/images/manga/3/235009.jpg?s=49677eb38af3ac6c9480848f92f05527,W,Wa no Kage
"Colleen and Jing Ping are both dolls that have been returned to their human forms by magic glass marbles. The two were turned into dolls more than 100 years ago, when Colleen was a princess of an unkn...",https://cdn.myanimelist.net/r/50x70/images/manga/1/254916.jpg?s=c99d864250d5f1a546ade29e24128d70,W,Wa Wa Wu Xian Pu
"One day, being bullied by fans of the idol star, Ha Ra was rescued by Pil Lip Lee and found out that a loner in her class named Ye Myeong Han was Pil Lip Lee's scenario writer. Not liking to see how Y...",https://cdn.myanimelist.net/r/50x70/images/manga/1/3557.jpg?s=37992db25a5abf93390ede971c985585,W,Wa!
"At Takamanohara School, lots of the students have crushes, but all on different people. In fact, if you trace out who likes who, it makes a full circle! This is the story of that circle of crushes. (S...",https://cdn.myanimelist.net/r/50x70/images/manga/2/51523.jpg?s=c1830d2a3994d47bc34f7cc5a7baa04b,W,Wa!
"Koga Masataka and Terajima Ryuuji are homicide detectives working for the police department. behind the stoic facade, Koga is suffering from the pain of his past. When Terajima blatantly opens his hea...",https://cdn.myanimelist.net/r/50x70/images/manga/3/193451.jpg?s=70a79710e08a81d5a694af17f284f998,T,T x S
,https://cdn.myanimelist.net/r/50x70/images/manga/1/215360.jpg?s=224ff4fd7a506dc89da39df7dc6826f2,T,T-Dragon
"Humans and dinosaurs peacefully co-exist in our modern age. One night, Yuuma Asahikawa meets the feral t-rex, Churio. Follow the lives of (secret) ex-delinquent, Yuuma, and the very Cretaceous Churio...",https://cdn.myanimelist.net/r/50x70/images/manga/2/157113.jpg?s=f4181033d966d05d0b0778eb107207a9,T,T-Rex na Kanojo
,https://cdn.myanimelist.net/r/50x70/images/manga/3/156055.jpg?s=bcbbdb0ef40d8a51062bc7d8b583f0d9,T,T-sensei
"The Izanami High School soccer team is reeling after one of their own, Masaki, is killed unexpectedly in a traffic accident. It seems impossible to fill the gaping hole left in the team by Masaki's de...",https://cdn.myanimelist.net/r/50x70/images/manga/1/170022.jpg?s=b331421ffe5963a4f274d782571926e4,T,T.R.A.P.
"This series contains well drawn short stories about males, shemales and transvestites who are feeling interested in and attracted to each other, satisfying their curiosity in many different ways.",https://cdn.myanimelist.net/r/50x70/images/manga/3/86747.jpg?s=849e2d3ccbe0255e7a073c4f60ce51ea,T,T.S. I Love You...
Three incredible short stories filled with some darkness and obscurity. T.V. Eye - Meet Isao and his crew of mischievous mistaken group of friends who are obsessed with their refrigerator and a TV tha...,https://cdn.myanimelist.net/r/50x70/images/manga/3/18648.jpg?s=00c8f65275cddbac372001de77965791,T,T.V. Eye
Kazuhiro finds in his bed a body of a middle aged man. He decides to get rid of the questions arising in his head by disposing of the body.,https://cdn.myanimelist.net/r/50x70/images/manga/3/11123.jpg?s=fb389d01e890d7a7f76c2aab676902de,T,Ta Ju Mu
1-2. Abakareru Kokoro 3. Watashi to Ani no Saisho no Hi 4. Child's Play 5. Ima wa Sorede 6. Abakareru Kokoro 1.5,https://cdn.myanimelist.net/r/50x70/images/manga/1/284331.jpg?s=c520f9521b9bbf94724ab7a9f1217aaf,T,Taainai Koigokoro
"Asano is a hardworking employee, but has a deep-seated smoking habit. Whether it is under the pretext of being busy with work, or just having some time to spare, he can be found with a cigarette in ha...",https://cdn.myanimelist.net/r/50x70/images/manga/3/216317.jpg?s=6476d55418635562e7cbf9c2e202c27c,T,Tabako-chan
"After seeing her face while eating, Maeda is asked to join the eating club. The club president, Ichiya, is the most popular guy in school and the person she likes. So, Maeda decides to join believing...",https://cdn.myanimelist.net/r/50x70/images/manga/3/181974.jpg?s=cf6c5924ce8ccbd30b0ac2665226bdfe,T,Tabe-bu ni Ii ne!
"Machi happens to take care of Kanata, the son of her father's boss, for three days. Kanata is younger than Machi and a junior high school student. Machi first considers it an easy job. However, Kanata...",https://cdn.myanimelist.net/r/50x70/images/manga/3/269561.jpg?s=19d2a7022aeb01a8bbd01579655e645e,T,Tabecha Dame
1. Komitsu Este 2. Love Training 3. Bikou Shoujo 4. Hanjuku Shoujo 5. Hakuchuu Shoujo (Daydream Girl) 6. Ai Yueni 7. Koakuma Bath Time 8. Abunai Arbiet Taiken 9. Mado 10. Pee Peak Play 11. Nikuyoku♥Ga...,https://cdn.myanimelist.net/r/50x70/images/manga/2/146279.jpg?s=187b08cf4e6a7bab877da0a42f52ef5e,T,Tabegoro Bambina
1. Inmoral♥Clinic 2. Cheer☆Cos 3. Rakkabutsu ni Gochuui 4. Wagamama Kitsune-chan 5. Kamisama no Jikan 6. Cherry 7. Bunny Day 8. Natsukoi 9. Sensei ni Omakase 10. Nanao-sensei no Tokubetsu Jugyou 11. U...,https://cdn.myanimelist.net/r/50x70/images/manga/1/114311.jpg?s=bb54afa3418f68fd7b142dea3fc29ad4,T,Tabegoro Oneesan
1. Amakara Gohoushi Double♥ 2. Watashi no Toriko ni Narinasai♥ 3. Takamiya Misaki Taberu♥ 4. Ueta Ookami to Mayotteru Kohitsuji 5. Bentora Bentora 6. Bibibi Koi 7. Otomegokoro Urahara 8. Saiwai Tenjit...,https://cdn.myanimelist.net/r/50x70/images/manga/1/158867.jpg?s=c5b3cf12098cb456b74cb4f747c2b02c,T,Tabegoro Otome♥
"Included one-shot: Love plus Beast, Yougashi-ten no Boukun",https://cdn.myanimelist.net/r/50x70/images/manga/2/138277.jpg?s=f1386a89f22c574711d64cba431d3026,T,Tabegoro Sweet
1. Himegami-sama 2-3. Tabegoro Haitoku no Kajitsu 4. Iron Mom-chan (Iron Mother) 5. Natsu no Kyoushuu 6. Ai to Makoto 7. Bungeibu no Ookami (The Wolf of Literature Club) 8. Sensei wa Kunoichi?,https://cdn.myanimelist.net/r/50x70/images/manga/1/247277.jpg?s=de8aaaeafc2538e8e72f677a41a246b1,T,Tabegoro! Haitoku no Kajitsu
Included one-shot: Volume 3: Nekokaburi Sayokyoku,https://cdn.myanimelist.net/r/50x70/images/manga/2/181755.jpg?s=9dc3b490f47a4ff9d12ce52174cbfab0,T,Tabekake Gospel Plan: Dear Succubus Sister
"Boy is walking out of his apartment complex when his childhood friend calls to him. She wants him to come into her house, he noticed she was wearing a hat... (Source: MU)",https://cdn.myanimelist.net/r/50x70/images/manga/2/36980.jpg?s=95604a748d9f09e1ed8d52a3296987a2,T,Tabekko Doubutsu: Neko-hen
,https://cdn.myanimelist.net/r/50x70/images/manga/2/174581.jpg?s=bed96ada604c8b152bf472e437be2357,T,Tabemono Kemono
,https://cdn.myanimelist.net/r/50x70/images/manga/1/219894.jpg?s=9719eadaac17868570870556ad0ea78b,T,Tabemonogatari
"Tarou is sent to the forest alone. He's a sacrifice for the monstrous wolf, Uru. Upon seeing him, Uru declares Tarou too small and too thin. The wolf feeds him, clothes him, and cares for him. Time pa...",https://cdn.myanimelist.net/r/50x70/images/manga/2/264061.jpg?s=1590db4edc986d11bba72d193231f93b,T,Tabenai no? Ookami-san.
"The future of hungry dad and son rabbit is food heaven! However... the sweetness was too sweet! A surreal and comedy sweet adventure! A father and son bunny duo reincarnates into desserts, but they st...",https://cdn.myanimelist.net/r/50x70/images/manga/3/292728.jpg?s=0f4bb8352b344a3e67f5c485b493542e,T,Taberare Usa.
"Makoto is a very shy girl who fell in love with Ryuu... but she can't talk to boys! Yuuki-kun, Ryuu's friend and the most handsome boy in the class approaches Makoto with a very special petition! (Sou...",https://cdn.myanimelist.net/r/50x70/images/manga/2/237787.jpg?s=9c7c8f06468b496b4dadb5c2fed20204,T,Taberarechaina yo!
"1. Wabisabi 2. Futari no Sotsugyoushiki 3. Tsuki no Shita no Miyabi-chan 4. Yawaraka na Yoru 5. Kinou, Konna Yume wo Mita 6. Sweet Memories 2011 7. Koi wa Shian no Hoka 8. Yumemiru Toki ga Sugitemo 9....",https://cdn.myanimelist.net/r/50x70/images/manga/2/198116.jpg?s=0a40f28fe8fce153674e9f6d7c8127e1,W,Wabisabi
"Collection of short, humorous stories by Leiji Matsumoto.",https://cdn.myanimelist.net/r/50x70/images/manga/2/262977.jpg?s=f5888106efac398f0ccbaec28b1325be,W,Wadachi
"They say when you end up seeing the train's smoke black you get your wish fulfilled. At least this is what Asahi truly believes. Read this cute oneshot to find out what happens next and also to see ""w...",https://cdn.myanimelist.net/r/50x70/images/manga/1/68519.jpg?s=c6bc853b9f69d36db9b4b7e0fab45b9f,W,Wadachi no Yukue
,https://cdn.myanimelist.net/r/50x70/images/manga/1/135031.jpg?s=21b20bdc8ea46cdcc688f41324288bc0,W,Wadaiko†Girls
"In a post apocalyptic world covered with water, Wadatsumi, a person who lives in what appears to be the last piece of land, finds a mysterious girl dragged by the waves of the sea. Where does she come...",https://cdn.myanimelist.net/r/50x70/images/manga/2/112755.jpg?s=c669257994fb247631f8ca7aa8fc385b,W,Wadatsumi
,https://cdn.myanimelist.net/r/50x70/images/manga/1/289260.jpg?s=38b33199608fd5ea28b8e307fd330f0b,W,Wadatsumi no Itoshigo
"Even though he should be able to die like a normal human, Kiyonosuke has been living for thousands of years, all because he accidentally ""married"" a merman. But Kiyonosuke can't give up on his humanit...",https://cdn.myanimelist.net/r/50x70/images/manga/3/236582.jpg?s=c54c83b3f7400c049bede335692808ab,W,Wadatsumi no Yometori
"Decades into an era that claimed to accept d*ck girls, such girls were rarely seen, and discrimination was still very strong. At Madoka Kamishiro's school they were especially severe, and every day th...",https://cdn.myanimelist.net/r/50x70/images/manga/2/175427.jpg?s=255a047b465fea26063b8fec8313b906,W,Wafuu Seiso na Kurokami JK wa Futanari Do Maso Kyokon: Nani wo Saretemo Shasei Shichau no
